OBJECTID,NHSD_OPERATIONALSTATUS,NHSD_ORGANISATION_NAME,NHSD_ADDRESS,NHSD_SUBURB,NHSD_STATE,NHSD_POSTCODE,NHSD_LONG,NHSD_LAT,NHSD_SERVICE_ID,NHSD_SERVICE_TYPE,GNAF_ADDRESS_DETAIL_PID,GA_CLASS,GA_SOURCE_DATE
114,active,Doonside Medical Centre,185 Knox Road Doonside NSW 2767,Doonside,NSW,2767,150.8651757,-33.7488791,a788e9eb-12bd-44dc-94a4-5ff98b4264da,General practice service,GANSW718964812,GENERAL PRACTICE,2024-03-05
115,active,Casey Medical Centre,197 High Street Cranbourne VIC 3977,Cranbourne,VIC,3977,145.2815094,-38.10372162,f4c9468c-5bb8-6949-5ccc-37da27b4c8df,General practice service,,GENERAL PRACTICE,2024-03-05
116,active,Bawrunga Aboriginal Medical Service - Gulargambone,3 Bourbah Street Gulargambone NSW 2828,Gulargambone,NSW,2828,148.4727981,-31.33047229,0cbaaa79-6c8f-f03c-31b0-56e40f66cd87,General practice service,GANSW704897890,GENERAL PRACTICE,2024-03-05
117,active,Epping Family Medical Centre,771 High Street Epping VIC 3076,Epping,VIC,3076,145.025589,-37.64819336,62fa8901-9c0f-ec68-d5b1-5131091e5e97,General practice service,GAVIC420735251,GENERAL PRACTICE,2024-03-05
118,active,Wellcare Medical Clinic,16 Balmoral Avenue Springvale VIC 3171,Springvale,VIC,3171,145.1499634,-37.94965363,9dfd1cee-2184-5793-b054-22eea87272d5,General practice service,,GENERAL PRACTICE,2024-03-05
119,active,Jupiter Health Langford,58 Langford Avenue Langford WA 6147,Langford,WA,6147,115.9409103,-32.04301071,dafaec5d-2225-09f5-e23d-3ce577e600d4,General practice service,,GENERAL PRACTICE,2024-03-05
120,active,Carlyle Medical Centre,60 Beck Drive Condon QLD 4815,Condon,QLD,4815,146.713348,-19.331284,c571ddb0-9bdc-abcd-4717-6a3278decdf6,General practice service,,GENERAL PRACTICE,2024-03-05
121,active,Ballarat Doctors,21-53 Learmonth Road Wendouree VIC 3355,Wendouree,VIC,3355,143.8180171,-37.53421456,9b1e08a0-e4a2-419b-9028-dd68bd805450,General practice service,,GENERAL PRACTICE,2024-03-05
122,active,Franklin Street Clinic,15 Franklin Street Lindisfarne TAS 7015,Lindisfarne,TAS,7015,147.3538818,-42.84680557,3e581046-174d-3f68-0c0c-814e8bb90520,General practice service,,GENERAL PRACTICE,2024-03-05
123,active,Mawson Lakes Healthcare,50 Mawson Lakes Boulevard Mawson Lakes SA 5095,Mawson Lakes,SA,5095,138.6205597,-34.81343079,43cb55e8-2598-7025-3bba-f10ff0db3ce6,General practice service,,GENERAL PRACTICE,2024-03-05
124,active,Maclean Medical,265 River Street Maclean NSW 2463,Maclean,NSW,2463,153.1974182,-29.45826912,9c354ed4-9979-51a3-ca49-b7fc5c24328d,General practice service,GANSW712291214,GENERAL PRACTICE,2024-03-05
125,active,My Doctors Clinic Surfers Paradise,3221 Surfers Paradise Boulevard Surfers Paradise QLD 4217,Surfers Paradise,QLD,4217,153.4291534,-27.99834824,ac110fdf-63f8-5222-8f57-7ea457e311b8,General practice service,,GENERAL PRACTICE,2024-03-05
126,active,Quality Health Medical Centre,46-50 John Street Lidcombe NSW 2141,Lidcombe,NSW,2141,151.0447693,-33.86052704,863ea562-6175-a594-361f-c66ddc8f97f4,General practice service,GANSW718264506,GENERAL PRACTICE,2024-03-05
127,active,Casula Central Medical Centre,633-639 Hume Highway Casula NSW 2170,Casula,NSW,2170,150.8920441,-33.95547867,9ad47ede-9e59-5a40-28bf-effca506f593,General practice service,,GENERAL PRACTICE,2024-03-05
128,active,Hollywood Surgery,132 Winzor Street Salisbury Downs SA 5108,Salisbury Downs,SA,5108,138.624649,-34.76799011,e9d133cb-ef3a-c2d0-4edf-bf9afab38f91,General practice service,,GENERAL PRACTICE,2024-03-05
129,active,Runaway Bay Medical and Dental centre,144a Bayview Street Runaway Bay QLD 4216,Runaway Bay,QLD,4216,153.402298,-27.91093636,2a1e2885-7e08-2262-676e-4b36f0723890,General practice service,GAQLD155772027,GENERAL PRACTICE,2024-03-05
130,active,Century Health Care,374 Gaffney Street Pascoe Vale VIC 3044,Pascoe Vale,VIC,3044,144.9357758,-37.73105621,2477a07f-0e28-36a1-bd04-4c292c46a3f3,General practice service,GAVIC419812487,GENERAL PRACTICE,2024-03-05
131,active,Powell Street Family Practice,76 Powell Street Yagoona NSW 2199,Yagoona,NSW,2199,151.0348969,-33.90496826,102be794-8f6e-1739-be21-4230cfcf64e9,General practice service,GANSW716823104,GENERAL PRACTICE,2024-03-05
132,active,Doctors @ Maleny,72 Maple Street Maleny QLD 4552,Maleny,QLD,4552,152.8465714,-26.7577746,5f62c4f1-f464-4d93-b6b8-c41c93e8dbd1,General practice service,,GENERAL PRACTICE,2024-03-05
133,active,Birchip Medical Clinic,26-28 Duncan Street Birchip VIC 3483,Birchip,VIC,3483,142.9156036,-35.98015594,8f6d0076-90f2-a4c2-66c3-aacf939aa0c4,General practice service,,GENERAL PRACTICE,2024-03-05
134,active,MQ Health Rouse Hill Specialist Clinic,10-14 Market Lane Rouse Hill NSW 2155,Rouse Hill,NSW,2155,150.9239435,-33.6898145,46a00123-1661-4f5b-9730-30ec06062373,General practice service,GANSW718707461,GENERAL PRACTICE,2024-03-05
135,active,Living Rock Medical Centre,55 Hunter Street Mildura VIC 3500,Mildura,VIC,3500,142.15242,-34.19527817,68e68a1f-a832-23dd-a0e9-bb85ebba054d,General practice service,GAVIC420904769,GENERAL PRACTICE,2024-03-05
136,active,Harvey Medical Group,4 Becher Street Harvey WA 6220,Harvey,WA,6220,115.894799,-33.079301,7eddf411-3983-77fb-bc50-9a3bca5790f0,General practice service,GAWA_148956421,GENERAL PRACTICE,2024-03-05
137,active,Family Medical & Dental Clinic,75 Stud Road Dandenong VIC 3175,Dandenong,VIC,3175,145.2217102,-37.97816086,8747d393-a2cc-dcc0-c654-1dea88f2800c,General practice service,GAVIC421005338,GENERAL PRACTICE,2024-03-05
138,active,gpmaroubra,14 Meagher Avenue Maroubra South NSW 2035,Maroubra South,NSW,2035,151.2489777,-33.95202637,cafcf258-c29b-1099-8e0f-a9d9efd2511a,General practice service,,GENERAL PRACTICE,2024-03-05
139,active,Greenvale Medical Centre,1-11 Greenvale Drive Greenvale VIC 3059,Greenvale,VIC,3059,144.8820648,-37.63936615,66a65dff-15c3-0b6e-c281-cec2c831d263,General practice service,,GENERAL PRACTICE,2024-03-05
140,active,DMC Medical Centre,159 Victoria Road Drummoyne NSW 2047,Drummoyne,NSW,2047,151.1554108,-33.85233688,810796eb-1f4f-07ba-4973-543d6f499808,General practice service,GANSW718427542,GENERAL PRACTICE,2024-03-05
141,active,Telegraph Road Clinic,250 Telegraph Road Bracken Ridge QLD 4017,Bracken Ridge,QLD,4017,153.026535,-27.33021164,d3bf1602-2101-878c-2348-df9898f81399,General practice service,GAQLD159022271,GENERAL PRACTICE,2024-03-05
142,active,Grand Medical Smithfield ,14 Anderson Walk Smithfield SA 5114,Smithfield,SA,5114,138.6900024,-34.68199921,f23b0a32-8424-d733-0a5e-40314f8a6a76,General practice service,GASA_424952805,GENERAL PRACTICE,2024-03-05
143,active,Dr N R Kumar - Busby,81 St Johns Road Busby NSW 2168,Busby,NSW,2168,150.8839264,-33.90740585,b9a995a0-3196-2561-4945-a0e4de84d2d7,General practice service,GANSW704266118,GENERAL PRACTICE,2024-03-05
144,active,Hamilton Doctors,60 Lindsay Street Hamilton NSW 2303,Hamilton,NSW,2303,151.7467194,-32.92159271,7367f3bf-e9a1-4f92-48fe-934fe8f25479,General practice service,GANSW704927927,GENERAL PRACTICE,2024-03-05
145,active,City Medical Practice & Skin Clinic,10 11 Marine Terrace Burnie TAS 7320,Burnie,TAS,7320,145.9076547,-41.05232155,594abc48-6e7a-c513-82a3-1ed0de85624c,General practice service,GATAS702291535,GENERAL PRACTICE,2024-03-05
146,active,Regal Medical Centre,93 Main Street Mittagong NSW 2575,Mittagong,NSW,2575,150.44689,-34.45094,b533f163-dbf5-bfc7-9a1f-e4b12a1fa704,General practice service,,GENERAL PRACTICE,2024-03-05
147,active,Coastal Health Medical Centre - Toukley,213-217 Main Road Toukley NSW 2263,Toukley,NSW,2263,151.5391693,-33.26388931,880ff6cf-1f64-37c3-cdb9-e625ec108a36,General practice service,GANSW718071126,GENERAL PRACTICE,2024-03-05
148,active,Dr David KH Fong's Surgery,178 Northcott Road Lalor Park NSW 2147,Lalor Park,NSW,2147,150.922226,-33.75475693,94d1e50e-26b8-2504-ba37-15816a8d6c86,General practice service,GANSW705148590,GENERAL PRACTICE,2024-03-05
149,active,Ann St Family Medicine,15 Ann Street Nambour QLD 4560,Nambour,QLD,4560,152.960556,-26.62635231,e15d0357-a55d-3b36-e3ee-b36db4862a3e,General practice service,,GENERAL PRACTICE,2024-03-05
150,active,Terralong Street Surgery,133 Terralong Street Kiama NSW 2533,Kiama,NSW,2533,150.85112,-34.66777039,5e12a9d8-5b89-77c5-75e4-941f84578029,General practice service,,GENERAL PRACTICE,2024-03-05
151,active,Wynyard Medical Centre,136-138 Goldie Street Wynyard TAS 7325,Wynyard,TAS,7325,145.724228,-40.990593,bf554148-fd04-6f4d-cdc3-82c22fca2f1b,General practice service,,GENERAL PRACTICE,2024-03-05
152,active,Battery Point Medical,53 Sandy Bay Road Battery Point TAS 7004,Battery Point,TAS,7004,147.3292999,-42.89016724,8535eeed-0dd9-3771-c47f-e5a368f1205f,General practice service,GATAS718386359,GENERAL PRACTICE,2024-03-05
153,active,GP's on Bayview,20 Bayview Terrace Claremont WA 6010,Claremont,WA,6010,115.7812653,-31.98174667,f91eed3c-c185-5a70-fecb-2c0b324ee0db,General practice service,,GENERAL PRACTICE,2024-03-05
154,active,McDowall Village Medical Practice,109 Beckett Road Mcdowall QLD 4053,Mcdowall,QLD,4053,152.9897766,-27.38028145,62138a35-dcef-8a74-6aaa-22a62666d6e7,General practice service,,GENERAL PRACTICE,2024-03-05
155,active,Flinders Island Aboriginal Association Inc.,16 West Street Lady Barron TAS 7255,Lady Barron,TAS,7255,148.237789,-40.209572,91eb8d04-79ba-4e9d-6e3c-8b2bd912cfd5,General practice service,GATAS717914621,GENERAL PRACTICE,2024-03-05
156,active,St Marys Village Mediclinic,Charles Hackett Drive St Marys NSW 2760,St Marys,NSW,2760,150.7687225,-33.76801682,ec6f9a0e-8deb-b292-cac6-0f6cdbb4759a,General practice service,,GENERAL PRACTICE,2024-03-05
157,active,Limestone Medical Centre,10 Brisbane Street Ipswich QLD 4305,Ipswich,QLD,4305,152.764755,-27.615631,8356bd60-3976-f934-8bac-5b058ca024e7,General practice service,GAQLD156047437,GENERAL PRACTICE,2024-03-05
158,active,Acacia Ridge Medical Centre,28 Elizabeth Street Acacia Ridge QLD 4110,Acacia Ridge,QLD,4110,153.0270691,-27.58974457,ffeba5d0-0ebf-5c1a-25b1-e3ac2388d4a3,General practice service,GAQLD156165747,GENERAL PRACTICE,2024-03-05
159,active,Parks Medical Centre,39 Tolmer Road Elizabeth Park SA 5113,Elizabeth Park,SA,5113,138.6840515,-34.70888138,aa46f9e0-b5f1-b12d-c70b-a7013bca83a1,General practice service,GASA_415268409,GENERAL PRACTICE,2024-03-05
160,active,Kincumber Family Doctors,43-45 Avoca Drive Kincumber NSW 2251,Kincumber,NSW,2251,151.382843,-33.46702194,a3390dca-c123-160a-b56e-856e3e27daf1,General practice service,GANSW717665878,GENERAL PRACTICE,2024-03-05
161,active,Laverton Medical Centre,8 Neville Avenue Laverton VIC 3028,Laverton,VIC,3028,144.7606812,-37.86828232,e0f6c210-719a-e7f7-4373-9916187cfdd1,General practice service,,GENERAL PRACTICE,2024-03-05
162,active,Amtan Medical Centre Hope Island,99 103 Broadwater Avenue Hope Island QLD 4212,Hope Island,QLD,4212,153.3639748,-27.87763554,48da33c2-8a41-7b85-e935-4d6c916c4ecb,General practice service,GAQLD720042753,GENERAL PRACTICE,2024-03-05
163,active,Northern District Community Health Medical Clinic,34 Fitzroy Street Kerang VIC 3579,Kerang,VIC,3579,143.9184113,-35.73328018,9d0412d1-0238-3e5d-b5d7-558c1de346a9,General practice service,GAVIC420257956,GENERAL PRACTICE,2024-03-05
164,active,Everwell Medical Centre - Moorabbin,999 Nepean Highway Moorabbin VIC 3189,Moorabbin,VIC,3189,145.036167,-37.934333,bdd48ff1-9381-4637-b81f-b499b53fec13,General practice service,,GENERAL PRACTICE,2024-03-05
165,active,Blacktown Family Surgery,100 Main Street Blacktown NSW 2148,Blacktown,NSW,2148,150.909882,-33.770927,5d6eea35-08fb-aab5-0205-f5c9443b5dc6,General practice service,,GENERAL PRACTICE,2024-03-05
166,active,TLC Primary Care - Noble Park,33 Frank Street Noble Park VIC 3174,Noble Park,VIC,3174,145.1734772,-37.96780014,c3a2c4c2-95fa-04db-6d69-9aaa1ccd62c0,General practice service,,GENERAL PRACTICE,2024-03-05
167,active,Bay Islands Medical Service - Russell Island,2 Alison Crescent Russell Island QLD 4184,Russell Island,QLD,4184,153.3825836,-27.64662933,12752228-6d8f-a109-95dd-966ba4d2f78a,General practice service,,GENERAL PRACTICE,2024-03-05
168,active,Central Clinic - Drouin,61 Commercial Place Drouin VIC 3818,Drouin,VIC,3818,145.8580475,-38.13571548,62fc3d79-4327-2622-2534-2366542dfabf,General practice service,,GENERAL PRACTICE,2024-03-05
169,active,Craigieburn One Health Medical Centre,4 Highlander Drive Craigieburn VIC 3064,Craigieburn,VIC,3064,144.8951734,-37.59147818,9c993f4f-61a4-4d11-8782-c6e8265d24d9,General practice service,GAVIC425781216,GENERAL PRACTICE,2024-03-05
170,active,Timboon Medical Centre,14 Hospital Road Timboon VIC 3268,Timboon,VIC,3268,142.9776154,-38.48701477,9f37ffb0-08e9-adac-f1ab-ab920351a881,General practice service,GAVIC412489303,GENERAL PRACTICE,2024-03-05
171,active,Lobethal Medical Centre,5 Wattle Street Lobethal SA 5241,Lobethal,SA,5241,138.8761444,-34.90246582,eff000f4-bb26-20e9-b55f-f809cc6547ac,General practice service,GASA_415535338,GENERAL PRACTICE,2024-03-05
172,active,Practice Of Dr Mark Teng,37 Ryde Road Pymble NSW 2073,Pymble,NSW,2073,151.1423806,-33.75270026,7385eeda-318f-45f5-f17e-2e90aeb9cb3e,General practice service,GANSW710654403,GENERAL PRACTICE,2024-03-05
173,active,Phoenix Medical Practice,16 Marco Avenue Revesby NSW 2212,Revesby,NSW,2212,151.0166931,-33.95161057,70d5072a-7cdc-3019-b7c2-ee45b7598d66,General practice service,,GENERAL PRACTICE,2024-03-05
174,active,Myhealth North Richmond,6-16 Riverview Street North Richmond NSW 2754,North Richmond,NSW,2754,150.7205353,-33.58187866,5eac1c1c-8d71-e633-c442-dad579bdee08,General practice service,,GENERAL PRACTICE,2024-03-05
175,active,Greystanes Family Medical Practice,250 Old Prospect Road Greystanes NSW 2145,Greystanes,NSW,2145,150.941592,-33.819123,27a2d10f-d612-8a4f-4043-5261b66496c5,General practice service,GANSW711039164,GENERAL PRACTICE,2024-03-05
176,active,Treendale Medical Group,38 The Promenade Australind WA 6233,Australind,WA,6233,115.7244186,-33.2392807,f00cc08e-b120-c6a5-05d3-00970e472ddd,General practice service,,GENERAL PRACTICE,2024-03-05
177,active,Wynnum Plaza Medical Centre,2021 Wynnum Road Wynnum West QLD 4178,Wynnum West,QLD,4178,153.1552582,-27.45726776,179ddca4-c45a-9753-3a35-8d7d8053e1bb,General practice service,,GENERAL PRACTICE,2024-03-05
178,active,SHP Darwin CBD,22 Smith Street Darwin NT 0800,Darwin,NT,800,130.8434906,-12.46480942,cfc900ec-8807-f498-cb96-3fbc03d2cae9,General practice service,,GENERAL PRACTICE,2024-03-05
179,active,Springwood Doctors,4 Mullamar Way Gawler East SA 5118,Gawler East,SA,5118,138.7724183,-34.60479458,c271825e-370b-b622-e6c7-06e71132583b,General practice service,,GENERAL PRACTICE,2024-03-05
180,active,MyClinic Melbourne,91 William St Melbourne VIC 3000,Melbourne,VIC,3000,144.958519,-37.817118,a2c0d334-af45-1fde-4548-2a0315f1474f,General practice service,GAVIC425171905,GENERAL PRACTICE,2024-03-05
181,active,Dr Anh Lang Mach,25 Restwell Street Bankstown NSW 2200,Bankstown,NSW,2200,151.0338774,-33.91996822,1234a342-eff2-c512-592d-063533e1625b,General practice service,GANSW720015242,GENERAL PRACTICE,2024-03-05
182,active,Batavia Health,361 Marine Terrace West End WA 6530,West End,WA,6530,114.6022568,-28.77757072,b7726760-443f-4c5b-1651-592e9f97c32c,General practice service,GAWA_146983158,GENERAL PRACTICE,2024-03-05
183,active,Medlife Family Medical Centre,206-210 Hume Highway Lansvale NSW 2166,Lansvale,NSW,2166,150.9538727,-33.8972168,9f9fee57-fcf0-4701-6cde-3dc170faaf39,General practice service,,GENERAL PRACTICE,2024-03-05
184,active,Nurture Family Health & Dental Centre,107 Charters Towers Road Hyde Park QLD 4812,Hyde Park,QLD,4812,146.8004303,-19.27581024,7d5b496b-ccc4-d025-8964-7827c877c3fe,General practice service,GAQLD155413754,GENERAL PRACTICE,2024-03-05
185,active,Matraville Doctors,495 Bunnerong Road Matraville NSW 2036,Matraville,NSW,2036,151.2318475,-33.95825489,7a9c7583-5caa-49b1-9294-823b7d19b201,General practice service,,GENERAL PRACTICE,2024-03-05
186,active,Slade Point Medical Centre,1 Finch Street Slade Point QLD 4740,Slade Point,QLD,4740,149.2147522,-21.07926941,4ce55980-5bb8-ddd3-25f6-7ac056217de8,General practice service,,GENERAL PRACTICE,2024-03-05
187,active,iHealth Albury,469 Olive Street Albury NSW 2640,Albury,NSW,2640,146.915492,-36.082458,830cdf5e-5b30-4e4a-b9d3-49b621c9e431,General practice service,,GENERAL PRACTICE,2024-03-05
188,active,Robina Village Medical Centre,201 Ron Penhaligon Way Robina QLD 4226,Robina,QLD,4226,153.4051514,-28.06374741,0090e77d-7889-048d-c774-7969b2854eb4,General practice service,GAQLD425499475,GENERAL PRACTICE,2024-03-05
189,active,Gladstone Park Medical Clinic,232 Mickleham Road Gladstone Park VIC 3043,Gladstone Park,VIC,3043,144.8834381,-37.68499756,31113579-f421-b84c-1881-efbc82ecbafc,General practice service,GAVIC421949034,GENERAL PRACTICE,2024-03-05
190,active,Booleroo Medical Centre,3 13 Stephens Street Booleroo Centre SA 5482,Booleroo Centre,SA,5482,138.3513373,-32.87757512,9f58f02f-5f62-aa1a-7ee8-13bbc289ad35,General practice service,GASA_425452329,GENERAL PRACTICE,2024-03-05
191,active,Aspley Superclinic,605 Robinson Road Aspley QLD 4034,Aspley,QLD,4034,153.0241394,-27.36421204,24c43b92-fab5-edb9-78da-adf721a7f440,General practice service,,GENERAL PRACTICE,2024-03-05
192,active,Newstead Medical,165 Elphin Road Newstead TAS 7250,Newstead,TAS,7250,147.161087,-41.44101334,1ae52a4a-998a-45f7-9250-56c1fea5aaec,General practice service,GATAS702518586,GENERAL PRACTICE,2024-03-05
193,active,Manilla Health Service,112 Court Street Manilla NSW 2346,Manilla,NSW,2346,150.7323456,-30.74561119,8512f3fe-4827-b408-87fb-c0e56f6271c6,General practice service,GANSW712038752,GENERAL PRACTICE,2024-03-05
194,active,Sunbury Square Medical Centre,2-28 Evans Street Sunbury VIC 3429,Sunbury,VIC,3429,144.728643,-37.5780374,fe266941-b5ba-4d57-9903-3902b17256f4,General practice service,GAVIC424749547,GENERAL PRACTICE,2024-03-05
195,active,Myhealth Foxwell Road,334 Foxwell Road Coomera QLD 4209,Coomera,QLD,4209,153.336674,-27.85198,e80d637a-1c56-a3bd-380e-02acb3cc9df4,General practice service,GAQLD719382567,GENERAL PRACTICE,2024-03-05
196,active,Stafford Skin Cancer Clinic And Medical Centre,245 Stafford Road Stafford QLD 4053,Stafford,QLD,4053,153.0211334,-27.41077423,8fde38de-7d42-c3bd-c132-42368220dd0f,General practice service,,GENERAL PRACTICE,2024-03-05
197,active,Donnybrook Medical Services,41 Bentley Street Donnybrook WA 6239,Donnybrook,WA,6239,115.8165817,-33.57690811,a0fd10c6-4381-bb2a-aaae-a9501162b010,General practice service,GAWA_719225824,GENERAL PRACTICE,2024-03-05
198,active,Angaston Medical Centre - Swan Reach,18 Nildottie Road Swan Reach SA 5354,Swan Reach,SA,5354,139.5958599,-34.5696939,306269af-1aff-9c0a-76ce-aa7cd958e569,General practice service,,GENERAL PRACTICE,2024-03-05
199,active,Seascape Medical Centre,289-293 Gregory Street South West Rocks NSW 2431,South West Rocks,NSW,2431,153.0433807,-30.90902328,c1eb2c2d-fc5c-c23d-89dd-c6e58e16ead7,General practice service,GANSW717618915,GENERAL PRACTICE,2024-03-05
200,active,Birdsville Primary Health Care Centre - Birdsville Clinic,31 Adelaide Street (Cnr Vaughan Street) Birdsville QLD 4482,Birdsville,QLD,4482,139.353217,-25.897656,0c5dcf5e-a70a-1804-9ff2-139bb2bff40f,General practice service,,GENERAL PRACTICE,2024-03-05
201,active,Paradise Point Surgery,9 Grice Avenue Paradise Point QLD 4216,Paradise Point,QLD,4216,153.3947601,-27.88588715,07afab46-a946-cc8b-e757-4b1da7ff1d29,General practice service,,GENERAL PRACTICE,2024-03-05
202,active,CBD Medical Practice,70 Pitt Street Sydney NSW 2000,Sydney,NSW,2000,151.2089691,-33.86619949,48d3d1e2-6713-bf92-a27b-be84533e4cce,General practice service,,GENERAL PRACTICE,2024-03-05
203,active,Ely Street Clinic,19 Ely Street Wangaratta VIC 3677,Wangaratta,VIC,3677,146.325943,-36.35688019,436fc0d1-c99e-4b27-ccd8-46b31fb98b39,General practice service,GAVIC422145028,GENERAL PRACTICE,2024-03-05
204,active,Childers Medical Centre,66 Churchill Street Childers QLD 4660,Childers,QLD,4660,152.2788239,-25.23703384,87aeaabf-620e-eb68-6b98-e15d56c4962e,General practice service,GAQLD160268577,GENERAL PRACTICE,2024-03-05
205,active,Montague Farm Medical Centre,2 Montague Road Pooraka SA 5095,Pooraka,SA,5095,138.6218262,-34.82369232,cfbe0a51-e162-5c95-dfe1-b069e7525b07,General practice service,,GENERAL PRACTICE,2024-03-05
